Stadt,Jahr,Vegetationsindex NE,Vegetationsindex NW,Vegetationsindex SE,Vegetationsindex SW,Niederschlag [mm],Lufttemperatur [K],Temperatur [K],Taupunkttemperatur [K],Maximum Temperatur [K],Minimum Temperatur [K],Niederschlag [kg/m*m],Relative Luftfeuchtigkeit [%],Spezifische Luftfeuchtigkeit [g/kg],Temperatur [°C],Maximum Temperatur [°C],Minimum Temperatur [°C],Dengue Fälle
sj,2003-11-24,-0.22,0.02,0.13,0.14,390.6,299.07,299.15,296.83,300.7,297.7,181.74,87.58,18.37,26.3,31.7,23.9,30
iq,2003-12-01,0.27,0.25,0.31,0.3,81.27,299.22,299.61,296.53,308.5,294.3,51.4,87.0,18.27,28.3,34.7,22.0,2
sj,2003-12-01,-0.07,-0.04,0.24,0.21,16.2,298.81,298.91,295.76,301.0,297.2,38.7,83.41,17.23,25.97,30.6,22.8,37
iq,2003-12-08,0.4,0.32,0.33,0.37,72.23,298.32,299.74,296.14,309.4,293.5,77.83,89.21,17.75,28.77,35.1,22.0,3
sj,2003-12-08,-0.0,0.05,0.13,0.12,0.0,299.11,299.24,294.81,300.7,297.4,10.26,77.31,16.2,26.19,29.4,21.7,29
sj,2003-12-15,-0.15,-0.15,0.16,0.11,182.81,299.17,299.19,295.03,301.5,297.5,50.6,78.23,16.47,25.64,29.4,22.2,26
iq,2003-12-15,0.36,0.24,0.35,0.36,108.62,298.69,300.25,297.34,306.4,294.8,178.89,93.23,19.11,28.4,34.2,22.5,6
sj,2003-12-22,-0.04,-0.05,0.29,0.2,0.0,298.56,298.61,294.99,300.5,296.9,12.28,80.8,16.39,25.84,29.4,22.2,15
iq,2003-12-22,0.19,0.22,0.14,0.14,64.95,298.17,299.54,296.85,308.5,294.1,65.04,93.92,18.53,28.3,34.8,22.1,5
iq,2003-12-29,0.29,0.23,0.27,0.26,49.42,296.3,297.05,295.68,302.6,294.3,82.68,96.94,17.17,27.3,33.1,22.3,1
sj,2003-12-29,0.02,-0.04,0.16,0.15,1.96,299.04,299.18,295.03,300.8,297.2,9.14,78.69,16.38,26.01,30.0,21.1,22
sj,2004-01-05,-0.27,-0.12,0.22,0.18,45.760388080388076,298.70191562932223,299.22570539419087,295.2464107883817,303.42710926694326,295.7191562932227,40.151818810511756,82.16215076071923,16.746445366528356,27.18576786978061,32.452437325905294,22.10214979195562,15
iq,2004-01-05,0.2,0.2,0.24,0.19,45.760388080388076,298.70191562932223,299.22570539419087,295.2464107883817,303.42710926694326,295.7191562932227,40.151818810511756,82.16215076071923,16.746445366528356,27.18576786978061,32.452437325905294,22.10214979195562,4
iq,2004-01-12,0.25,0.31,0.21,0.26,78.53,297.44,298.74,296.64,304.0,294.9,55.3,95.79,18.26,27.43,34.2,22.4,5
sj,2004-01-12,-0.07,0.02,0.21,0.22,0.0,297.65,297.57,292.37,299.3,296.1,20.7,72.58,13.88,24.39,27.8,20.6,20
sj,2004-01-19,0.14218700475435816,0.0,0.28,0.29,36.07,297.8,297.97,293.9,299.5,296.5,20.2,78.94,15.26,24.34,28.3,20.0,14
iq,2004-01-19,0.33,0.3,0.31,0.34,63.47,297.75,298.96,297.02,306.2,294.5,62.5,96.13,18.71,28.7,34.1,23.1,8
sj,2004-01-26,-0.19,-0.18,-0.02,0.01,0.0,297.73,298.11,293.67,300.2,295.7,1.1,78.26,15.06,24.53,27.8,20.6,10
iq,2004-01-26,0.32,0.34,0.26,0.34,29.23,299.62,300.83,295.89,308.3,293.6,19.4,82.47,17.49,28.73,34.6,21.8,5
sj,2004-02-02,-0.05,-0.11,0.24,0.28,0.0,297.56,297.6,292.88,300.0,295.8,2.0,75.42,14.39,24.63,28.9,20.0,21
iq,2004-02-02,0.23,0.24,0.2,0.21,4.65,300.9,302.15,292.83,309.7,293.2,1.6,65.28,14.55,28.92,35.6,22.3,2
sj,2004-02-09,0.14218700475435816,-0.05,0.25,0.22,0.0,297.97,298.25,293.54,300.8,295.6,3.8,76.52,14.94,24.99,31.1,19.4,14
iq,2004-02-09,0.12,0.1,0.11,0.12,13.2,299.9,301.37,293.99,309.8,293.2,9.0,72.93,15.57,29.2,36.4,20.6,3
sj,2004-02-16,-0.04,0.02,0.25,0.19,0.0,298.33,298.51,293.52,299.8,297.3,3.04,74.65,14.87,24.89,28.9,20.0,14
iq,2004-02-16,0.28,0.3,0.31,0.3,24.83,298.27,299.55,295.64,307.2,294.8,33.46,86.77,17.17,27.92,33.3,22.8,3
sj,2004-02-23,-0.16,-0.08,0.15,0.15,0.0,298.29,298.57,293.27,300.1,297.2,1.7,73.79,14.65,25.2,29.4,20.6,9
iq,2004-02-23,0.24,0.17,0.2,0.22,39.06,298.08,299.75,295.64,310.1,292.6,34.5,87.72,17.21,26.6,35.5,22.0,1
iq,2004-03-01,0.32,0.34,0.22,0.3,125.04,297.88,299.44,296.35,308.0,294.3,83.27,93.01,17.95,27.47,34.4,20.6,6
sj,2004-03-01,0.06,0.05,0.14,0.16,0.0,297.53,297.96,293.62,300.6,295.8,19.92,79.03,15.0,24.19,28.3,19.4,11
iq,2004-03-08,0.21,0.21,0.17,0.19,52.08,297.98,299.43,296.46,308.1,293.2,49.36,92.56,18.09,28.4,34.5,22.3,4
sj,2004-03-08,-0.06,0.09,0.22,0.24,0.0,297.82,298.06,293.65,301.2,296.0,16.2,77.76,15.07,25.16,31.1,20.6,5
sj,2004-03-15,-0.05,0.03,0.19,0.15,0.0,297.5,297.63,292.19,300.0,296.0,6.27,72.31,13.67,25.43,30.6,21.1,6
iq,2004-03-15,0.31,0.21,0.34,0.31,80.33,296.78,297.52,296.07,304.4,293.5,76.75,96.29,17.61,28.0,33.5,22.5,1
iq,2004-03-22,0.39,0.42,0.35,0.35,137.83,297.89,299.54,296.62,305.5,292.9,75.16,93.63,18.25,28.3,34.3,21.7,2
sj,2004-03-22,0.14218700475435816,0.13057692307692306,0.03,0.01,0.0,298.25,298.43,294.25,300.3,296.0,13.81,78.55,15.59,25.91,31.1,20.6,7
sj,2004-03-29,-0.41,0.07,0.12,0.13,0.0,298.32,298.6,293.96,300.1,297.3,11.1,76.87,15.34,25.56,30.0,21.1,11
iq,2004-03-29,0.31,0.2,0.03,0.29,120.1,297.31,298.2,296.61,303.5,294.0,76.2,96.24,18.24,28.65,34.0,23.6,3
sj,2004-04-05,0.14218700475435816,0.02,0.15,0.16,28.35,296.89,296.92,293.28,299.9,294.3,81.1,80.37,14.72,24.7,28.9,20.6,4
iq,2004-04-05,0.14,0.14,0.19,0.13,101.22,297.2,298.26,296.82,303.9,293.8,88.9,97.94,18.47,28.07,33.9,22.7,1
iq,2004-04-12,0.36,0.33,0.28,0.36,47.26,297.81,298.98,297.18,305.6,294.2,135.4,96.5,18.83,27.65,33.1,22.3,8
sj,2004-04-12,0.49,0.14,0.35,0.27,0.0,297.76,298.09,293.32,300.9,295.6,11.0,76.45,14.76,25.4,31.1,20.6,3
sj,2004-04-19,0.01,0.02,0.2,0.18,5.75,298.69,298.91,294.33,301.1,296.6,2.6,77.06,15.75,25.96,29.4,22.8,2
iq,2004-04-19,0.24,0.2,0.17,0.19,61.8,298.22,299.65,296.64,308.4,292.9,54.89,92.32,18.31,28.03,33.6,21.7,4
iq,2004-04-26,0.37,0.33,0.23,0.25,113.62,297.78,298.51,296.77,304.0,293.9,90.3,94.79,18.41,28.0,34.5,22.5,6
sj,2004-04-26,0.14218700475435816,-0.05,0.21,0.27,23.59,298.66,298.87,293.18,300.7,297.2,13.8,71.95,14.66,25.84,29.4,21.7,6
iq,2004-05-03,0.28,0.16,0.19,0.33,65.82,297.13,297.83,296.71,303.5,293.6,133.17,97.81,18.34,27.53,32.9,22.6,7
sj,2004-05-03,0.14218700475435816,-0.09,0.06,0.16,75.28,299.06,299.33,295.05,301.4,297.5,11.86,78.6,16.42,26.16,30.0,22.8,10
sj,2004-05-10,0.14218700475435816,0.13057692307692306,0.09,0.12,9.57,299.09,299.21,294.38,301.1,297.3,20.56,75.39,15.75,26.27,30.6,22.2,7
iq,2004-05-10,0.16,0.12,0.19,0.12,83.93,297.8,299.13,296.84,305.9,293.1,56.52,95.12,18.51,27.23,33.3,22.0,5
sj,2004-05-17,-0.09,0.12,0.11,0.21,15.78,298.77,298.91,295.37,301.3,297.2,36.9,81.71,16.73,26.73,31.1,22.8,5
iq,2004-05-17,0.17,0.15,0.16,0.18,34.81,296.41,297.21,295.27,303.4,292.6,45.5,93.9,16.78,27.3,33.0,19.5,8
sj,2004-05-24,0.05,0.06,0.12,0.13,96.99,298.12,298.11,295.15,300.0,296.5,79.0,83.83,16.52,26.04,29.4,22.8,3
iq,2004-05-24,0.23,0.19,0.19,0.25,173.45,297.6,299.18,295.82,308.2,292.0,83.0,91.63,17.4,26.65,34.2,22.5,6
sj,2004-05-31,-0.03,-0.01,0.16,0.16,175.41,298.37,298.46,295.35,300.4,297.2,90.2,83.55,16.74,24.81,28.9,21.7,12
iq,2004-05-31,0.19,0.08,0.19,0.1,35.43,297.31,298.33,295.96,306.4,291.7,42.6,93.58,17.5,27.18576786978061,33.3,20.5,5
sj,2004-06-07,-0.07,-0.03,0.08,0.11,13.51,300.05,300.21,296.45,302.2,298.2,5.36,80.91,17.88,27.96,33.3,22.8,13
iq,2004-06-07,0.11,0.12,0.2,0.11,88.62,296.77,297.82,295.7,304.1,292.8,36.63,94.69,17.21,27.5,32.8,19.8,6
sj,2004-06-14,0.02,-0.04,0.14,0.18,6.12,299.82,299.76,296.1,301.5,298.0,30.07,80.18,17.48,28.04,31.7,23.9,10
iq,2004-06-14,0.24,0.24,0.17,0.21,85.28,295.57,296.25,294.99,300.0,293.0,51.89,96.88,16.42,26.8,32.0,20.9,6
iq,2004-06-21,0.33,0.19,0.23,0.33,94.52,296.2,297.32,294.71,306.0,292.1,24.5,92.37,16.14,25.9,33.3,21.5,13
sj,2004-06-21,0.02,0.07,0.15,0.13,13.07,300.04,300.14,296.59,302.5,297.8,20.0,81.56,17.98,28.33,33.3,22.8,13
sj,2004-06-28,0.01,-0.0,0.18,0.17,41.41,300.54,300.64,296.42,302.5,297.9,17.0,78.3,17.79,28.23,32.2,23.9,13
iq,2004-06-28,0.24,0.15,0.13,0.2,32.95,295.63,296.81,293.86,304.2,289.8,25.9,90.45,15.31,25.08,32.1,18.6,2
iq,2004-07-05,0.26,0.32,0.2,0.2,46.39,296.15,297.59,295.04,304.4,291.8,50.7,94.67,16.51,25.9,30.9,21.1,10
sj,2004-07-05,0.14218700475435816,0.01,0.15,0.14,28.37,300.64,300.68,296.56,302.5,298.4,32.2,78.48,17.95,28.34,32.2,23.3,8
sj,2004-07-12,-0.03,-0.01,0.17,0.18,39.05,300.26,300.26,296.33,301.9,298.6,43.83,79.18,17.73,27.83,31.1,23.3,21
iq,2004-07-12,0.32,0.3,0.28,0.34,83.94,296.62,298.09,294.81,305.1,291.8,18.67,90.91,16.25,26.55,32.0,21.8,3
sj,2004-07-19,-0.05,-0.1,0.19,0.15,59.15,300.58,300.67,296.8,302.4,299.0,15.8,80.0,18.25,28.24,31.7,25.0,18
iq,2004-07-19,0.23,0.27,0.23,0.15,48.09,297.5,298.94,294.36,306.9,291.4,24.76,85.16,15.86,26.8,33.1,20.5,12
sj,2004-07-26,0.07,0.09,0.17,0.15,23.74,300.4,300.4,296.1,302.3,298.4,31.21,77.5,17.51,28.01,31.7,23.9,8
iq,2004-07-26,0.27,0.3,0.22,0.28,53.78,296.81,298.11,295.0,304.4,291.8,25.42,90.93,16.48,26.3,32.1,21.9,7
sj,2004-08-02,-0.01,-0.05,0.19,0.16,40.86,300.23,300.29,296.82,302.1,298.5,31.51,81.81,18.31,28.04,31.7,23.9,7
iq,2004-08-02,0.21,0.16,0.22,0.25,85.96,296.02,297.29,294.47,306.1,291.7,27.62,92.53,15.98,27.18576786978061,32.9,19.4,6
iq,2004-08-09,0.25,0.27,0.22,0.24,29.82,297.52,298.96,293.14,307.4,291.0,3.9,79.72,14.69,27.18576786978061,34.0,18.3,5
sj,2004-08-09,0.01,0.03,0.17,0.18,35.99,300.59,300.64,296.6,302.7,298.4,24.6,79.03,18.05,28.53,32.2,24.4,20
sj,2004-08-16,0.04,0.11,0.13,0.18,20.92,301.0,301.2,296.4,302.9,299.2,14.1,76.17,17.82,28.94,33.9,24.4,14
iq,2004-08-16,0.19,0.23,0.17,0.3,18.44,296.53,297.64,292.22,307.2,288.1,4.1,79.24,13.82,27.18576786978061,31.3,20.0,6
sj,2004-08-23,-0.02,-0.02,0.18,0.17,37.3,300.79,300.85,297.27,302.6,298.6,44.4,81.26,18.77,29.0,32.2,24.4,14
iq,2004-08-23,0.39,0.33,0.28,0.39,23.78,297.82,299.99,293.42,308.3,290.2,7.9,78.48,14.96,27.18576786978061,32.452437325905294,21.7,6
iq,2004-08-30,0.31,0.26,0.23,0.3,42.86,298.14,299.81,294.57,310.1,291.1,23.2,83.17,16.08,27.18576786978061,32.8,20.4,6
sj,2004-08-30,0.1,0.06,0.1,0.11,20.3,300.91,301.05,297.05,302.6,298.7,13.5,79.68,18.53,29.06,33.3,25.0,7
iq,2004-09-06,0.33,0.37,0.34,0.28,147.32,297.77,299.38,294.99,307.8,291.7,41.89,86.54,16.48,27.1,32.0,20.9,8
sj,2004-09-06,0.04,0.05,0.16,0.2,62.61,300.86,300.9,296.39,302.6,298.9,25.37,76.71,17.82,28.61,32.8,24.4,14
iq,2004-09-13,0.13,0.15,0.11,0.12,46.58,298.46,300.51,296.12,308.2,294.7,35.7,88.74,17.67,27.4,34.3,23.0,6
sj,2004-09-13,0.11,0.07,0.11,0.1,42.51,300.96,301.0,297.15,302.8,299.3,33.4,79.87,18.72,28.99,33.9,25.0,10
iq,2004-09-20,0.27,0.21,0.23,0.33,36.64,297.72,299.06,295.88,308.9,293.3,59.5,91.2,17.44,27.17,33.0,20.4,9
sj,2004-09-20,0.04,0.13057692307692306,0.09,0.14,52.29,301.1,301.26,297.3,303.3,299.3,16.0,80.03,18.9,28.64,32.2,24.4,13
iq,2004-09-27,0.39,0.32,0.16,0.33,48.68,298.63,299.97,294.38,309.8,292.4,6.9,79.56,15.9,28.0,34.7,18.8,12
sj,2004-09-27,0.14218700475435816,-0.07,0.23,0.23,245.73,299.8,299.96,297.08,302.9,297.7,254.95,85.33,18.65,27.23,33.9,23.3,27
iq,2004-10-04,0.28,0.22,0.26,0.33,85.69,299.17,300.91,296.12,310.6,293.8,70.02,84.81,17.71,28.65,35.5,21.8,19
sj,2004-10-04,0.03,0.01,0.24,0.18,10.06,301.03,301.21,296.48,303.6,298.7,8.57,76.47,17.96,29.14,34.4,24.4,13
sj,2004-10-11,-0.02,0.03,0.09,0.06,34.73,300.68,300.68,296.58,302.5,298.9,35.7,78.48,18.07,28.29,31.7,24.4,18
iq,2004-10-11,0.26,0.19,0.31,0.26,52.27,297.57,298.74,295.31,305.5,292.7,39.9,88.83,16.82,26.98,33.0,20.6,8
iq,2004-10-18,0.35,0.28,0.38,0.36,65.25,298.06,299.26,296.87,307.2,293.3,51.6,94.16,18.55,28.55,34.5,21.4,16
sj,2004-10-18,0.14218700475435816,0.09,0.24,0.21,83.2,300.51,300.68,296.86,303.4,298.6,41.4,80.67,18.4,28.13,32.2,23.9,16
iq,2004-10-25,0.25,0.2,0.3,0.22,35.61,299.43,300.92,296.3,309.6,292.8,23.1,85.07,17.9,27.7,35.6,22.4,21
sj,2004-10-25,0.1,0.07,0.08,0.08,10.82,300.65,300.81,296.22,302.7,299.2,18.0,76.92,17.7,28.29,32.2,23.9,16
iq,2004-11-01,0.3,0.23,0.26,0.32,74.01,298.44,299.94,295.91,312.3,292.2,48.5,87.87,17.54,27.4,35.8,21.3,6
sj,2004-11-01,0.08,0.09,0.1,0.12,96.72,299.89,300.16,296.26,302.4,298.6,25.2,80.66,17.76,27.5,31.7,23.9,20
iq,2004-11-08,0.41,0.32,0.27,0.37,91.63,299.5,300.79,296.18,309.2,294.3,67.0,84.83,17.81,28.35,34.9,21.8,22
sj,2004-11-08,0.13,0.13,0.25,0.19,105.49,299.67,299.9,295.38,301.8,298.2,31.2,77.53,16.82,27.06,30.6,22.8,17
sj,2004-11-15,0.02,-0.0,0.04,0.06,18.75,299.92,299.97,295.6,302.1,298.3,24.5,77.31,17.04,27.24,31.1,23.9,4
iq,2004-11-15,0.35,0.32,0.27,0.37,74.68,297.17,297.71,296.48,304.2,292.4,53.9,96.35,18.12,27.2,33.7,22.4,37
iq,2004-11-22,0.23,0.19,0.19,0.21,74.08,299.42,301.24,296.1,309.3,293.6,26.8,84.61,17.74,28.25,35.8,22.5,33
sj,2004-11-22,0.33,-0.01,0.22,0.14,122.87,298.55,298.56,295.56,300.4,296.9,145.8,83.63,17.01,26.33,28.9,23.3,15
sj,2004-11-29,0.04,-0.06,0.2,0.24,18.37,298.43,298.46,293.46,300.0,297.0,24.9,74.3,14.92,26.33,29.4,23.3,8
iq,2004-11-29,0.22,0.17,0.2,0.22,71.98,297.96,299.2,297.02,306.1,293.6,56.8,95.25,18.71,28.0,35.3,22.6,18
iq,2004-12-06,0.2,0.16,0.16,0.24,53.01,299.18,300.38,296.44,309.5,293.3,36.83,87.13,18.11,27.9,34.1,22.4,83
sj,2004-12-06,-0.16,-0.09,0.21,0.27,0.0,298.79,298.9,293.74,300.3,297.6,2.71,73.76,15.16,25.64,28.9,21.1,6
iq,2004-12-13,0.32,0.31,0.28,0.34,70.04,297.79,298.84,296.57,305.8,294.5,91.0,93.94,18.21,27.18576786978061,32.452437325905294,22.10214979195562,116
sj,2004-12-13,-0.0,-0.03,0.21,0.18,0.0,298.16,298.36,293.27,300.2,296.1,2.8,74.33,14.71,25.16,28.9,20.6,12
sj,2004-12-20,-0.15,-0.02,0.18,0.13,5.54,298.8,298.95,295.25,300.8,297.5,29.32,80.89,16.62,26.27,30.6,22.8,15
iq,2004-12-20,0.26,0.2,0.24,0.24,49.56,298.7,300.04,296.39,308.5,293.8,38.0,88.78,18.04,28.38,34.0,22.6,32
sj,2004-12-27,-0.13,-0.06,0.2,0.14,150.31,298.68,298.87,295.74,300.9,296.9,41.3,83.95,17.15,26.24,30.0,22.8,11
iq,2004-12-27,0.36,0.33,0.4,0.32,109.83,298.4,299.66,297.12,306.3,294.8,29.79,93.25,18.86,27.8,33.3,22.6,7
sj,2005-01-03,0.01,-0.05,0.12,0.1,0.0,297.59,297.66,292.77,299.5,296.1,21.68,74.78,14.26,24.99,28.3,21.1,15
iq,2005-01-03,0.31,0.19,0.3,0.27,70.6,298.16,300.01,296.71,307.9,293.5,61.61,93.01,18.37,28.5,33.2,23.0,10
iq,2005-01-10,0.3,0.36,0.31,0.32,93.73,297.66,298.84,296.73,307.6,291.6,96.21,95.53,18.41,28.4,34.2,22.5,5
sj,2005-01-10,0.02,-0.02,0.13,0.13,0.0,297.6,297.61,293.67,298.9,296.2,43.1,78.8,15.04,25.2,28.3,22.2,17
iq,2005-01-17,0.35,0.31,0.29,0.34,60.52,300.07,301.56,296.58,308.7,295.0,26.7,83.3,18.26,28.87,35.5,22.5,8
sj,2005-01-17,-0.11,-0.08,0.2,0.22,14.67,297.4,297.56,294.31,299.4,295.8,76.36,83.06,15.67,25.23,28.3,21.7,7
sj,2005-01-24,-0.05,0.04,0.17,0.15,15.2,296.54,296.61,292.51,299.0,294.8,31.85,78.54,14.09,23.76,28.3,17.8,7
iq,2005-01-24,0.36,0.28,0.29,0.28,25.67,299.65,301.11,296.93,308.1,294.9,42.24,87.31,18.65,28.87,35.1,22.1,7
sj,2005-01-31,0.04,-0.08,0.21,0.18,0.0,296.15,296.17,292.2,297.8,294.3,31.8,78.64,13.77,23.71,27.8,19.4,8
iq,2005-01-31,0.16,0.17,0.15,0.13,88.96,299.06,300.83,296.91,308.4,295.3,47.3,89.43,18.64,28.52,35.4,22.2,8
sj,2005-02-07,-0.08,-0.04,0.3,0.31,0.0,296.1,296.17,290.47,299.5,293.3,6.4,70.8,12.36,23.31,26.7,19.4,9
iq,2005-02-07,0.22,0.17,0.26,0.23,52.61,296.75,297.69,296.0,304.4,294.2,56.8,95.98,17.58,27.47,32.8,21.4,11
sj,2005-02-14,0.14218700475435816,0.09,0.18,0.18,0.0,296.35,296.4,291.04,298.7,293.4,5.3,72.25,12.81,23.41,26.7,18.9,12
iq,2005-02-14,0.2,0.2,0.22,0.18,125.35,298.03,299.16,297.22,304.6,294.5,189.06,95.75,18.95,27.5,32.3,22.3,6
sj,2005-02-21,0.11,-0.05,0.19,0.2,0.0,296.48,296.55,291.58,298.0,295.0,10.1,74.19,13.24,24.49,27.2,21.7,12
iq,2005-02-21,0.2,0.21,0.28,0.21,46.98,298.3,299.29,296.54,306.5,294.4,39.6,91.58,18.2,28.65,35.2,22.4,7
iq,2005-02-28,0.29,0.27,0.23,0.28,54.22,298.16,299.39,297.05,305.9,294.4,44.51,94.4,18.73,28.27,33.8,23.3,7
sj,2005-02-28,-0.1,-0.04,0.16,0.11,0.0,297.27,297.45,293.27,300.3,295.5,5.92,78.67,14.75,25.03,30.6,20.0,5
iq,2005-03-07,0.16,0.14,0.24,0.15,155.54,297.96,298.69,297.53,304.9,295.6,201.4,97.69,19.27,26.8,34.8,23.4,14
sj,2005-03-07,0.14218700475435816,0.08,0.24,0.25,3.93,298.06,298.22,293.77,301.4,295.5,3.3,77.39,15.2,26.01,31.1,20.0,4
iq,2005-03-14,0.25,0.18,0.15,0.21,162.51,297.31,298.68,295.85,304.5,291.9,21.7,92.27,17.4,28.7,33.8,22.5,7
sj,2005-03-14,0.06,0.01,0.19,0.24,0.0,297.85,297.91,292.79,301.6,294.8,0.3,73.59,14.28,25.84,33.3,20.0,11
sj,2005-03-21,-0.04,-0.08,0.16,0.21,0.0,298.25,298.5,293.22,301.2,295.6,0.2,73.87,14.67,26.4,32.8,20.0,4
iq,2005-03-21,0.22,0.21,0.12,0.24,99.37,298.37,299.83,296.25,306.6,294.7,32.8,89.82,17.82,27.72,33.4,22.5,9
iq,2005-03-28,0.38,0.37,0.38,0.37,55.12,297.37,298.59,296.09,308.6,293.0,67.5,93.8,17.62,28.25,34.3,20.8,13
sj,2005-03-28,0.14218700475435816,-0.1,0.18,0.15,0.0,299.07,299.31,294.44,301.0,297.3,0.2,75.74,15.78,27.49,33.3,22.2,5
iq,2005-04-04,0.31,0.22,0.3,0.24,87.41,297.71,299.0,296.24,306.5,292.4,68.0,92.42,17.89,28.1,33.8,21.6,16
sj,2005-04-04,0.0,-0.0,0.12,0.16,13.44,299.11,299.36,294.93,301.5,297.4,8.0,78.0,16.3,27.3,33.3,22.2,7
iq,2005-04-11,0.19,0.14,0.2,0.18,40.03,297.7,298.46,297.2,304.0,295.0,90.2,97.32,18.89,27.65,32.9,22.5,7
sj,2005-04-11,-0.12,-0.12,0.15,0.12,33.69,299.19,299.38,294.95,301.9,296.8,23.7,77.65,16.32,27.4,32.8,22.8,1
sj,2005-04-18,0.02,0.01,0.09,0.11,42.88,300.01,300.11,295.65,302.7,297.1,3.6,77.24,17.06,28.17,33.9,22.2,1
iq,2005-04-18,0.21,0.16,0.28,0.2,37.6,297.44,298.19,296.96,306.4,294.0,178.2,97.38,18.6,28.85,34.0,22.7,9
iq,2005-04-25,0.21,0.23,0.16,0.2,78.8,297.93,298.86,297.4,303.9,294.1,54.9,97.16,19.15,28.6,33.8,23.7,2
sj,2005-04-25,-0.09,0.13057692307692306,0.1,0.11,234.13,298.92,299.02,295.54,301.6,296.4,98.5,81.75,16.96,26.79,32.8,22.8,4
iq,2005-05-02,0.15,0.13,0.13,0.19,33.29,297.33,298.44,296.58,304.8,293.3,64.1,95.94,18.18,25.8,33.5,21.0,13
sj,2005-05-02,-0.14,-0.25,0.22,0.21,0.0,299.54,299.56,295.55,301.9,297.5,11.0,78.91,16.96,27.37,31.7,23.3,2
sj,2005-05-09,0.06,0.08,0.13,0.1,38.66,299.95,299.94,295.3,301.8,297.9,10.11,75.7,16.67,27.3,31.7,23.3,6
iq,2005-05-09,0.25,0.23,0.2,0.19,49.07,298.68,299.72,296.34,306.7,293.6,54.89,88.29,17.94,27.9,34.6,21.0,8
iq,2005-05-16,0.27,0.17,0.21,0.23,56.22,297.53,298.34,296.35,304.9,293.6,49.1,93.92,17.96,27.18576786978061,33.2,23.6,3
sj,2005-05-16,0.14218700475435816,0.05,0.07,0.05,102.56,299.07,298.99,296.08,301.6,296.8,96.0,83.76,17.53,26.27,30.6,22.2,3
sj,2005-05-23,0.05,0.07,0.1,0.09,156.94,299.81,300.04,296.9,303.0,297.1,145.7,84.34,18.49,28.39,35.0,23.9,4
iq,2005-05-23,0.31,0.36,0.28,0.25,43.14,299.01,300.61,295.8,308.1,294.0,21.1,84.66,17.41,27.4,33.6,22.4,5
iq,2005-05-30,0.38,0.37,0.36,0.36,61.75,298.43,299.48,295.68,307.3,292.7,34.92,86.7,17.2,27.18576786978061,33.9,20.9,4
sj,2005-05-30,-0.01,-0.0,0.18,0.15,84.78,300.84,300.88,297.6,303.4,298.7,14.59,82.63,19.21,28.84,34.4,25.0,10
iq,2005-06-06,0.14,0.14,0.14,0.12,40.44,297.3,298.49,296.23,303.9,293.7,51.0,94.59,17.79,27.1,32.4,22.0,8
sj,2005-06-06,0.06,0.1,0.19,0.18,32.02,301.12,301.13,296.69,303.0,299.4,4.5,76.94,18.17,28.73,32.8,24.4,12
sj,2005-06-13,0.04,0.12,0.12,0.12,97.46,299.98,300.11,296.54,302.1,298.3,15.9,81.52,18.03,27.51,31.1,23.9,21
iq,2005-06-13,0.29,0.23,0.22,0.27,104.83,297.38,298.62,295.32,304.8,293.4,29.01,89.19,16.82,27.67,33.3,22.0,2
sj,2005-06-20,0.14218700475435816,0.06,0.21,0.21,8.36,301.34,301.36,297.46,304.0,298.5,4.2,79.72,19.04,30.03,34.4,25.0,26
iq,2005-06-20,0.29,0.25,0.35,0.26,50.88,297.86,299.06,294.64,307.7,291.9,11.0,84.47,16.17,27.35,32.8,22.4,3
sj,2005-06-27,0.09,0.07,0.09,0.09,23.36,301.09,301.08,297.31,302.8,298.9,28.59,80.01,18.85,29.04,33.3,24.4,21
iq,2005-06-27,0.27,0.18,0.28,0.23,23.6,296.82,298.49,294.41,307.4,292.4,26.6,88.39,15.88,26.83,33.7,20.8,5
iq,2005-07-04,0.2,0.2,0.16,0.22,43.24,297.87,299.42,294.53,308.3,290.4,23.91,84.69,16.04,27.8,34.5,21.6,7
sj,2005-07-04,0.09,0.25,0.17,0.24,42.06,301.28,301.29,297.36,303.7,299.2,32.4,79.38,18.89,29.03,33.9,25.0,30
sj,2005-07-11,0.05,0.05,0.11,0.14,92.52,300.67,300.62,297.0,302.5,298.7,45.28,80.56,18.51,28.44,32.8,24.4,45
iq,2005-07-11,0.39,0.34,0.33,0.44,109.71,296.99,297.59,292.23,308.2,288.3,8.7,77.37,13.93,27.8,34.2,17.6,3
sj,2005-07-18,-0.07,-0.02,0.24,0.23,39.49,300.87,300.89,296.98,303.1,298.8,31.9,79.48,18.48,28.39,32.8,23.9,56
iq,2005-07-18,0.17,0.13,0.19,0.15,27.33,297.79,298.93,292.46,307.7,287.5,8.9,75.7,14.19,26.55,33.8,18.2,5
iq,2005-07-25,0.35,0.25,0.28,0.37,42.32,296.9,298.01,293.75,306.3,290.1,15.3,84.24,15.26,21.4,32.3,18.5,6
sj,2005-07-25,-0.11,-0.01,0.26,0.22,64.25,300.85,300.92,297.58,302.9,298.7,34.3,82.41,19.11,28.93,32.2,23.9,75
iq,2005-08-01,0.33,0.31,0.23,0.27,0.0,298.22,299.73,293.04,308.2,292.6,8.64,75.57,14.61,26.25,32.3,19.2,5
sj,2005-08-01,-0.06,-0.03,0.14,0.12,80.34,301.16,301.11,297.29,303.0,299.3,54.1,79.62,18.83,28.94,33.3,25.0,83
